,crate_name,crate_hash,def_path,def_path_hash,summary_key,unsafe_reason
1004555,pe,d772e081044817cc,pe[5631]::utility[0]::{{impl}}[37]::partial_cmp[0],22d7c9555ee838f1b8da6e35656021c,pe.utility.implement_utility.partial_cmp,borrow of packed field
1009662,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[123]::partial_cmp[0],49e8180c188c04661955a24cc2709ed7,rust_extra.arrays.implement_arrays.partial_cmp,borrow of packed field
1014630,redoxfs,4094856f57e40cfa,redoxfs[9edf]::header[0]::{{impl}}[1]::fmt[0],7724d6f10496c934fc9c5ee8e9a7e95a,redoxfs.header.implement_header.fmt,borrow of packed field
1049176,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[110]::gt[0],d3af0714aae29f658885193412557edd,rust_extra.arrays.implement_arrays.gt,borrow of packed field
1053933,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[99]::hash[0],1a21d8d68975174c2632965fc6181ff,rust_extra.arrays.implement_arrays.hash,borrow of packed field
1065441,rpcap,a3d6e496773bad52,rpcap[f8c1]::def[0]::{{impl}}[9]::switch_endianness[0],7a2b470b3b7dbe89400d40fb254ca08e,rpcap.def.implement_def.switch_endianness,borrow of packed field
1067625,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[9]::into_iter[0],f0ab8921f6df02102889986d037ebdc6,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1069661,rpcap,a3d6e496773bad52,rpcap[f8c1]::def[0]::{{impl}}[4]::swap_bytes[0],24dfa3e6aa3540c7d10b7d55add1db82,rpcap.def.implement_def.swap_bytes,borrow of packed field
1096040,minidump,e5761667c9fbc72f,minidump[cf38]::context[0]::{{impl}}[2]::print[0],fae137523b458cafb22ce876063e92a0,minidump.context.implement_context.print,borrow of packed field
1101966,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[130]::as_mut_ptr[0],e8f9700273bd3f1d25857d3c5d275936,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
1114064,zfs,54b2e16997fa8427,zfs[576d]::dnode[0]::{{impl}}[2]::fmt[0],c32836a4796e1a7e54153c8f00a2d109,zfs.dnode.implement_dnode.fmt,borrow of packed field
1121237,vec_2_10_10_10,be8a6327bad81661,vec_2_10_10_10[f789]::{{impl}}[0]::raw_value[0],ede944df1e423bccf044e625b622d600,vec_2_10_10_10.implement.raw_value,borrow of packed field
1121785,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[123]::gt[0],f04c3eac3bca10f614759c8b8fbdfe2,rust_extra.arrays.implement_arrays.gt,borrow of packed field
1128738,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[69]::eq[0],8542208a4eebc159f462e62d5f753d62,rust_extra.arrays.implement_arrays.eq,borrow of packed field
1138319,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[152]::into_iter[0],42e163bdfa96e21d42b7d974f13033c3,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1152274,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[123]::le[0],a27eeb1c2499581018bd4c820207ad89,rust_extra.arrays.implement_arrays.le,borrow of packed field
1218476,pe,d772e081044817cc,pe[5631]::utility[0]::{{impl}}[40]::fmt[0],35ce4c4d5eb5c1ccbf712088b5a81972,pe.utility.implement_utility.fmt,borrow of packed field
1241071,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[91]::get_unchecked_mut[0],63ed61e68cd0e104e1143143558dcb,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1254713,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[113]::into_iter[0],6229d416cd2291c4195c60c7c2f4b96f,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1255070,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[65]::get_unchecked_mut[0],c87855bdfb3c3ea242ddb384cce56e,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1264015,pe,d772e081044817cc,pe[5631]::{{impl}}[0]::get_size_of_headers[0],2439daf21555f764484d77a0e74aed6d,pe.implement.get_size_of_headers,borrow of packed field
1266517,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[126]::into_iter[0],ebb4244a73f9e19539a3cc0dfd42e091,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1267291,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[52]::as_ptr[0],f75dd4d69bfdedc44054ca1f525a903b,rust_extra.arrays.implement_arrays.as_ptr,borrow of packed field
1281235,minidump,e5761667c9fbc72f,minidump[cf38]::minidump[0]::{{impl}}[12]::print[0],601de73811abc141780f325dc1d2782d,minidump.minidump.implement_minidump.print,borrow of packed field
1290868,emerald_rs,1b29922d9417914,emerald_rs[d422]::hdwallet[0]::apdu[0]::{{impl}}[3]::len[0],33808e8c560b80c95e9fce15d5f21137,emerald_rs.hdwallet.apdu.implement_apdu.len,borrow of packed field
1300197,elrond,9ff59a474db56cd8,elrond[b804]::symtable[0]::symtable64[0]::{{impl}}[14]::clone[0],5012c3dbbae2d77ccd671a76e52e92f6,elrond.symtable.symtable64.implement_symtable64.clone,borrow of packed field
1305446,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[104]::get_unchecked_mut[0],f134b515fbe7680cdbf08631884e733b,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1316326,orbclient,b6461bc6aec8299a,orbclient[a058]::renderer[0]::Renderer[0]::box_blur[0],cd992e3f109ecc695439239d55b88678,orbclient.renderer.Renderer.box_blur,borrow of packed field
1320928,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[128]::as_ref[0],294aa7065d1834b32e5d40689fbfde09,rust_extra.arrays.implement_arrays.as_ref,borrow of packed field
1323256,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[13]::get_unchecked_mut[0],bde52d16a2ae43838a334f390aa461f7,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1341629,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[117]::get_unchecked_mut[0],eec03f38929f1657bafcc404afc4c892,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1347096,coreboot_table,868dac5bdab66cd0,coreboot_table[922f]::cmos[0]::{{impl}}[5]::fmt[0],9fc9644eea690b8483a1c8f97c960bfd,coreboot_table.cmos.implement_cmos.fmt,borrow of packed field
1373449,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[58]::ge[0],9ab7290bd5d92be29cf1f510014b41e5,rust_extra.arrays.implement_arrays.ge,borrow of packed field
1378633,pe,d772e081044817cc,pe[5631]::utility[0]::{{impl}}[21]::partial_cmp[0],246e4fb29c6576f968c912dd29c9a06e,pe.utility.implement_utility.partial_cmp,borrow of packed field
1383895,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[45]::le[0],318e942c8fda0f211ad05c018f9c11c5,rust_extra.arrays.implement_arrays.le,borrow of packed field
1398121,syscall,74324622c729e00f,syscall[8598]::io[0]::mmio[0]::{{impl}}[1]::read[0],9869c8d8fc5ca2d933fb28a5a69e0672,syscall.io.mmio.implement_mmio.read,borrow of packed field
1416205,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[52]::get_unchecked_mut[0],5136a4d4ef8a1d25d9591ac1788c35a3,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1421899,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[139]::into_iter[0],89596b9367e35808c17312b23be3b74d,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1437779,rux,d61afb7ffb413801,rux[550a]::server[0]::{{impl}}[3]::ready[0],86cfa7599dbd4442a11f678b6b1f4eae,rux.server.implement_server.ready,borrow of packed field
1456332,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[65]::get_unchecked[0],f4cee98d5215c44b123258dcb90fed60,rust_extra.arrays.implement_arrays.get_unchecked,borrow of packed field
1482546,tokio_linux_uhid,af26c35e711d73,tokio_linux_uhid[e523]::uhid_codec[0]::decode_event[0],2a6837f4ac473af6da257cdcaffff5c9,tokio_linux_uhid.uhid_codec.decode_event,borrow of packed field
1494921,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[52]::as_mut_ptr[0],598b1509366364725bb542f951e81bfc,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
1498298,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[0]::as_mut_ptr[0],54b50344bc140015a39d118ef6a2e636,rust_extra.arrays.implement.as_mut_ptr,borrow of packed field
1503367,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[12]::as_mut[0],3ca8f82cf0bd1c4f2c1a3c93a5e10f4c,rust_extra.arrays.implement_arrays.as_mut,borrow of packed field
1504203,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[142]::as_mut[0],a89e17f96e399ee48060cb21332d8703,rust_extra.arrays.implement_arrays.as_mut,borrow of packed field
1516362,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[39]::get_unchecked_mut[0],ab797c7ba9f51ecf8d25ed2bb07d60b5,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1526525,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[71]::le[0],7e7afa9fe49e9f38ad4bf6209116ddfb,rust_extra.arrays.implement_arrays.le,borrow of packed field
1528327,minidump_common,8b3ea2540af5f235,minidump_common[e37e]::format[0]::{{impl}}[10]::sse_registers[0],b87bcdb1708862c24ad9b26d826f596,minidump_common.format.implement_format.sse_registers,borrow of packed field
1534262,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[94]::fmt[0],69ac9ca0bf7aedec32a3b4db500e187f,rust_extra.arrays.implement_arrays.fmt,borrow of packed field
1547750,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[147]::eq[0],b05e440956b2eb43799a9c0778ed29d1,rust_extra.arrays.implement_arrays.eq,borrow of packed field
1563862,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[56]::eq[0],f9149f840fdbaacaf08c4037f0ae4425,rust_extra.arrays.implement_arrays.eq,borrow of packed field
1563967,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[143]::get_unchecked[0],22eb5dc348defae9b23721211342328,rust_extra.arrays.implement_arrays.get_unchecked,borrow of packed field
1570119,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[4]::eq[0],d1e7ec236358576e96ab08a08e3f701e,rust_extra.arrays.implement_arrays.eq,borrow of packed field
1577258,vtf,655a7762d9873ed3,vtf[177a]::vtf[0]::{{impl}}[0]::read[0],14d2d11ce0ee399d5a8eca075ec7e390,vtf.vtf.implement.read,borrow of packed field
1578817,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[149]::lt[0],29984f0c8a1defa1f361b705ad08d72a,rust_extra.arrays.implement_arrays.lt,borrow of packed field
1590565,brash,34e79916fa5106c6,brash[b72c]::foo[0],a57eb253a72656087aeb98ab163864fe,brash.foo,borrow of packed field
1593664,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[62]::into_iter[0],9fa74d00a6f92481b222a367912e8e92,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1602866,p0f_api,4e56ade3091ec7c,p0f_api[7d2c]::{{impl}}[0]::query[0],15f13714708965be8ef45315edf88edc,p0f_api.implement.query,borrow of packed field
1612631,coreboot_table,868dac5bdab66cd0,coreboot_table[922f]::header[0]::{{impl}}[1]::fmt[0],c44ab5caf0075cd397af1cf3b8bf26d4,coreboot_table.header.implement_header.fmt,borrow of packed field
1622039,redoxfs,4094856f57e40cfa,redoxfs[9edf]::node[0]::{{impl}}[1]::fmt[0],9f3f3ece92b228386a60bf13bebd7708,redoxfs.node.implement_node.fmt,borrow of packed field
1624872,acpi,f9d0fbdb33856957,acpi[a083]::madt[0]::{{impl}}[0]::supports_8259[0],4e40e4a5a816ac873641fb0ba10ec283,acpi.madt.implement.supports_8259,borrow of packed field
1643078,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[19]::lt[0],89077a4b73b02565e4812d05077badae,rust_extra.arrays.implement_arrays.lt,borrow of packed field
1652101,rpcap,a3d6e496773bad52,rpcap[f8c1]::def[0]::{{impl}}[6]::switch_endianness[0],cb55a04a94a1df1d65e9984987ec348c,rpcap.def.implement_def.switch_endianness,borrow of packed field
1680403,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[127]::into_iter[0],d47979f86ac16d203fc4b4ab72e9b050,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1683109,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[47]::hash[0],23423ff1a83a7b50625f3c3c9d25b051,rust_extra.arrays.implement_arrays.hash,borrow of packed field
1695567,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[73]::hash[0],ee628a1792ceddbbb4352576d2882efa,rust_extra.arrays.implement_arrays.hash,borrow of packed field
1696448,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[75]::into_iter[0],fbab5910323dafd8e6a5949bd8ed76c7,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1697923,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[111]::cmp[0],8fd27b88165d14ecf20f5bbaa2bb7b5b,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
1720405,coreboot_table,868dac5bdab66cd0,coreboot_table[922f]::framebuffer[0]::{{impl}}[1]::clone[0],210ebd10b3716c2b652fff9e8dd31ab1,coreboot_table.framebuffer.implement_framebuffer.clone,borrow of packed field
1721939,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[78]::get_unchecked_mut[0],1e81b5fc5120c47d404a0fadee20198,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
1728060,zfs,54b2e16997fa8427,zfs[576d]::main[0],7ca646e278b93a53bc3e30e6203c2965,zfs.main,borrow of packed field
1735013,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[78]::as_mut_ptr[0],50d8aeb6327fdd5961fe0b483a019f2e,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
1747538,coreboot_table,868dac5bdab66cd0,coreboot_table[922f]::cmos[0]::{{impl}}[7]::fmt[0],fba5f73f0078e0ae68be8c38c4d01626,coreboot_table.cmos.implement_cmos.fmt,borrow of packed field
1759611,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[45]::gt[0],3d2d52f03a6a155da47cbf3e48c3cfa1,rust_extra.arrays.implement_arrays.gt,borrow of packed field
1793590,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[86]::hash[0],8eba791c7003919e8d51fd7abb60bb86,rust_extra.arrays.implement_arrays.hash,borrow of packed field
1810135,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[97]::gt[0],83b8ca81bf319b4ddf42a44b63761dc8,rust_extra.arrays.implement_arrays.gt,borrow of packed field
1820506,yubikey,9048f3917dd17e91,yubikey[e1b0]::config[0]::{{impl}}[2]::fmt[0],8992623a72ee5a0f40dd8f65ffdf351,yubikey.config.implement_config.fmt,borrow of packed field
1831924,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[149]::partial_cmp[0],ae7210ebae918fa8b06834276962792,rust_extra.arrays.implement_arrays.partial_cmp,borrow of packed field
1837495,hwio,1f3e40ea2153fbd7,hwio[5988]::mmio[0]::{{impl}}[1]::read[0],3bbf696968daec5eb67eb9a944295c07,hwio.mmio.implement_mmio.read,borrow of packed field
1837899,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[13]::as_mut_ptr[0],17398018fa96ebe1bd2e41a3d2f465a6,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
1838566,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[108]::eq[0],9758c6df54fb514ad427a25b3cda264b,rust_extra.arrays.implement_arrays.eq,borrow of packed field
1849771,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[25]::as_mut[0],ad4feb750009972147f290440e33dff2,rust_extra.arrays.implement_arrays.as_mut,borrow of packed field
1853010,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[23]::into_iter[0],cbf08067acbfc851802083709253053d,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
1876585,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[124]::cmp[0],994bcca91b00375418baa0a6fd15bbc4,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
1883890,pe,d772e081044817cc,pe[5631]::utility[0]::{{impl}}[36]::eq[0],8f657eb31f27e9e42a1cb05ee4df09e5,pe.utility.implement_utility.eq,borrow of packed field
1889729,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[19]::ge[0],1d2c535e3d6e4c4849d90ca290ffb751,rust_extra.arrays.implement_arrays.ge,borrow of packed field
1894866,emerald_rs,1b29922d9417914,emerald_rs[d422]::hdwallet[0]::comm[0]::sendrecv[0],66d9e2fd559bebc2309996657f6c071e,emerald_rs.hdwallet.comm.sendrecv,borrow of packed field
1911119,haru,81897bcc1c073665,haru[58bd]::vmbindings[0]::foreignc[0]::foreignc[0]::value_print[0],374f73b7a1a91438bc40d3d4b30d0e7f,haru.vmbindings.foreignc.foreignc.value_print,borrow of packed field
1914464,orbclient,b6461bc6aec8299a,orbclient[a058]::renderer[0]::Renderer[0]::pixel[0],b853091ef8c40668cf828f23bff80278,orbclient.renderer.Renderer.pixel,borrow of packed field
1915929,uhid_fs,e262c2a9a9fa1d50,uhid_fs[d0cb]::codec[0]::{{impl}}[1]::try_from[0],2526502ed27649da2404cc5742517f94,uhid_fs.codec.implement_codec.try_from,borrow of packed field
1955514,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[77]::as_mut[0],7b93197452737ed9d5c244e77e9c76cf,rust_extra.arrays.implement_arrays.as_mut,borrow of packed field
1957045,elrond,9ff59a474db56cd8,elrond[b804]::symtable[0]::symtable64[0]::{{impl}}[0]::new[0],51ea7fb6bb11f3eef210b046778333b9,elrond.symtable.symtable64.implement.new,borrow of packed field
1971603,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[149]::le[0],8b1236adea7aa8101022c1c040e91e66,rust_extra.arrays.implement_arrays.le,borrow of packed field
1982518,orbclient,b6461bc6aec8299a,orbclient[a058]::renderer[0]::Renderer[0]::image_fast[0],eea26a0fee847a3cccf54607742a46a0,orbclient.renderer.Renderer.image_fast,borrow of packed field
1997667,emerald_rs,1b29922d9417914,emerald_rs[d422]::hdwallet[0]::apdu[0]::{{impl}}[1]::clone[0],f6b260f820f695db60c072dcc8268fcc,emerald_rs.hdwallet.apdu.implement_apdu.clone,borrow of packed field
2007323,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[98]::cmp[0],f3220142fb1e8cde4ae79569f4ba0283,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
2016898,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[104]::as_mut_ptr[0],12db934e231ed6ae8bece00212a364d2,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
2017128,libopencm3_sys,8eed6dfb20dbb611,libopencm3_sys[f827]::{{impl}}[6]::tSamFreq[0],14429a2352d2d0eed62bdeb96444535a,libopencm3_sys.implement_6.tSamFreq,borrow of packed field
2029470,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[146]::fmt[0],ac6d9acd94c7da88dbc7e34f81768185,rust_extra.arrays.implement_arrays.fmt,borrow of packed field
2035630,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[58]::lt[0],2c91d9f26c33cc9a97f9b32168d34ab2,rust_extra.arrays.implement_arrays.lt,borrow of packed field
2058884,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[39]::get_unchecked[0],5e9647da35bbcb7b146208297069b3ff,rust_extra.arrays.implement_arrays.get_unchecked,borrow of packed field
2060761,gjio,a6e02bd74c2d877c,gjio[52f5]::sys[0]::unix[0]::epoll[0]::{{impl}}[0]::run_once[0],a8a0a763b09b8643a6f00419c1c7ddfe,gjio.sys.unix.epoll.implement.run_once,borrow of packed field
2075416,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[26]::get_unchecked[0],fe5b6b00d104eb78e5d15335d3b97fe,rust_extra.arrays.implement_arrays.get_unchecked,borrow of packed field
2080764,rpi_led_matrix,917c5e92dc6fc34b,rpi_led_matrix[894f]::c[0]::{{impl}}[3]::fmt[0],1981da773170ab8cfb53595f68d887d9,rpi_led_matrix.c.implement_c.fmt,borrow of packed field
2093113,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[125]::hash[0],33253536fafd2a5cda55852d7171a2e1,rust_extra.arrays.implement_arrays.hash,borrow of packed field
2102244,p0f_api,4e56ade3091ec7c,p0f_api[7d2c]::{{impl}}[1]::from_raw_response[0],302757081bc5a168fb1adb8d2488f02d,p0f_api.implement_1.from_raw_response,borrow of packed field
2115208,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[84]::partial_cmp[0],65ea5276fce9c59ffe1d787793deb72d,rust_extra.arrays.implement_arrays.partial_cmp,borrow of packed field
2129729,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[48]::into_iter[0],ad55e035865ae9245a128973ea30fd54,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
